aX,aY,aZ,gX,gY,gZ
-0.901,0.279,-0.247,-29.724,6.47,-3.052
-0.89,0.294,-0.214,-25.757,3.357,-2.93
-0.902,0.3,-0.257,-10.132,2.93,-2.136
-0.909,0.274,-0.242,6.653,-1.465,0.549
-0.922,0.228,-0.233,16.785,-2.197,3.54
-0.927,0.209,-0.223,17.029,-1.77,3.906
-0.938,0.172,-0.24,12.268,0.916,3.54
-0.927,0.167,-0.243,2.014,1.892,-0.854
-0.922,0.178,-0.254,-5.249,3.235,-1.343
-0.919,0.201,-0.249,-12.634,2.625,-2.686
-0.918,0.211,-0.237,-15.137,2.197,-3.113
-0.923,0.243,-0.227,-16.052,2.563,-3.174
-0.927,0.243,-0.221,-14.954,2.136,-3.113
-0.931,0.236,-0.214,-10.254,2.136,-1.648
-0.932,0.233,-0.223,-4.028,2.319,-0.488
-0.928,0.23,-0.235,1.282,0.305,0.366
-0.936,0.215,-0.213,6.531,0.488,1.648
-0.934,0.196,-0.208,4.883,0.122,1.831
-0.926,0.195,-0.239,-0.977,3.418,1.099
-0.925,0.2,-0.242,-2.869,3.418,0.732
-0.926,0.206,-0.235,-6.042,3.235,0.0
-0.921,0.213,-0.238,-7.446,4.089,-0.122
-0.925,0.227,-0.229,-7.019,2.686,-0.427
-0.93,0.232,-0.218,-3.479,2.93,0.61
-0.932,0.232,-0.222,-2.197,2.747,0.977
-0.93,0.225,-0.21,-0.183,1.343,1.465
-0.93,0.221,-0.209,0.61,1.221,2.136
-0.928,0.214,-0.227,1.77,0.732,2.563
-0.927,0.203,-0.224,2.014,0.916,2.441
-0.929,0.199,-0.23,1.465,1.16,2.258
-0.924,0.205,-0.236,0.366,1.404,2.014
-0.922,0.211,-0.235,-0.183,1.465,1.709
-0.925,0.212,-0.229,-2.258,1.77,1.404
-0.928,0.211,-0.223,-2.93,1.282,1.343
-0.929,0.209,-0.216,-2.563,0.977,1.526
-0.931,0.21,-0.216,-1.282,0.916,1.648
-0.935,0.212,-0.216,-0.671,0.732,1.587
-0.931,0.198,-0.216,1.648,0.183,1.709
-0.933,0.191,-0.219,1.465,0.0,2.136
-0.937,0.193,-0.222,1.16,-0.061,2.319
-0.929,0.195,-0.233,1.77,0.122,1.16
-0.939,0.188,-0.216,0.488,0.0,0.916
-0.928,0.192,-0.221,-0.427,0.793,1.221
-0.927,0.201,-0.224,-0.671,0.61,1.099
-0.929,0.201,-0.217,-0.061,0.244,0.793
-0.935,0.192,-0.221,0.183,-0.183,0.854
-0.935,0.192,-0.218,-0.122,-0.427,0.61
-0.931,0.188,-0.224,0.488,-0.122,0.671

-1.172,-0.243,0.49,16.174,69.885,56.519
-1.209,-0.403,0.675,22.583,88.135,69.153
-1.265,-0.56,0.783,30.579,114.868,87.097
-1.317,-0.739,0.828,38.086,144.47,109.558
-1.225,-0.877,0.703,46.997,171.936,136.841
-0.938,-0.448,0.393,41.26,189.575,160.828
-0.495,0.657,0.435,29.968,177.673,130.066
-0.547,0.393,-0.493,51.88,173.767,35.156
-0.421,-0.015,-1.105,96.436,153.015,39.124
-0.451,-0.034,-0.684,107.117,29.053,79.346
-0.876,-0.392,0.15,128.845,42.725,135.925
-1.305,-0.982,0.637,100.708,130.493,154.114
-1.127,-0.04,0.22,64.514,156.616,154.48
-0.663,-0.083,-0.001,38.208,93.506,112.0
-0.657,-0.229,0.089,72.388,72.449,124.39
-0.786,-0.546,0.389,71.655,61.768,125.183
-0.86,-0.623,0.538,41.931,82.031,119.08
-1.042,-0.809,0.363,-5.371,94.116,102.661
-0.973,-0.293,0.286,-55.42,90.271,81.116
-0.788,-0.206,0.24,-38.696,86.243,81.238
-0.665,-0.376,0.351,14.221,67.2,86.853
-0.933,-0.857,0.431,29.053,55.542,100.403
-0.782,-0.869,0.496,-7.324,57.068,88.196
-0.649,-0.763,0.548,-20.996,64.941,81.421
-0.579,-0.725,0.52,-27.893,69.214,77.942
-0.455,-0.736,0.568,-11.536,52.063,69.946
-0.338,-0.696,0.55,-2.197,49.866,67.444
-0.234,-0.707,0.569,18.677,32.532,62.439
-0.203,-0.919,0.853,24.597,22.827,51.88
-0.313,-1.044,0.515,-8.179,14.648,15.137
-0.446,-1.052,0.517,-9.949,-54.749,-13.611
-0.455,-0.993,0.515,-14.771,-58.167,-15.869
-0.541,-0.802,0.605,-23.56,-72.51,-32.471
-0.567,-0.789,0.629,-23.987,-72.693,-35.522
-0.55,-0.668,0.626,-30.457,-70.74,-43.335
-0.53,-0.609,0.676,-28.748,-67.261,-54.443
-0.557,-0.618,0.679,-25.024,-62.927,-61.768
-0.621,-0.47,0.655,-23.315,-54.932,-71.899
-0.636,-0.452,0.575,-15.137,-51.392,-82.153
-0.644,-0.458,0.577,-3.601,-51.941,-85.449
-0.743,-0.487,0.556,6.531,-47.791,-90.088
-0.803,-0.414,0.501,16.724,-46.326,-97.046
-0.818,-0.411,0.417,22.339,-45.593,-99.243
-0.995,-0.423,0.195,42.358,-54.016,-102.6
-1.033,-0.52,0.141,45.166,-63.599,-107.483
-1.061,-0.476,0.103,22.705,-59.631,-109.436
-1.078,-0.334,-0.041,-19.287,-68.298,-107.361
-0.952,-0.294,-0.083,-30.09,-79.102,-110.229
-0.909,-0.311,-0.071,-42.419,-83.984,-107.422
-0.827,-0.162,-0.044,-53.528,-80.078,-100.891
-0.769,-0.11,-0.099,-68.542,-81.604,-97.961
-0.743,-0.037,-0.071,-63.477,-95.398,-85.876
-0.641,0.04,-0.025,-53.467,-111.877,-83.435
-0.649,-0.025,0.192,-59.998,-116.699,-81.116
-0.717,-0.056,0.27,-69.153,-107.605,-74.097
-1.0,0.06,0.502,-43.396,-83.191,-60.364
-1.053,0.167,0.205,-32.532,-51.575,-55.725
-0.986,0.053,0.202,-18.494,-55.908,-54.443
-0.956,0.139,0.088,11.108,-55.298,-38.635
-0.995,0.174,0.003,19.775,-44.495,-37.537
-1.049,0.078,-0.468,5.798,-8.545,-28.076
-1.002,-0.046,-0.099,-20.63,-37.476,-17.456
-1.019,-0.262,0.301,-11.963,-32.41,-19.592
-1.116,-0.111,-0.203,-19.226,31.128,-2.136
-1.059,0.099,0.012,-36.743,23.376,-2.441
-1.023,0.163,-0.223,-23.132,43.274,2.014
-0.843,0.3,-0.31,-10.498,12.329,6.775
-0.78,0.434,-0.318,23.438,-2.625,6.409
-0.878,0.326,-0.231,31.006,-15.259,-1.648
-0.979,0.074,-0.218,28.137,-16.602,-9.338
-0.992,-0.162,-0.227,10.193,-8.24,-12.146
-1.049,-0.132,-0.195,-11.841,-3.174,-12.085
-1.021,0.027,-0.206,-35.095,9.644,-9.399
-0.944,0.313,-0.217,-34.973,5.615,-5.554
-0.899,0.332,-0.203,-9.888,4.333,-2.686
-0.896,0.292,-0.204,7.202,-6.775,0.061
-0.914,0.244,-0.19,20.569,-9.094,1.404
-0.954,0.153,-0.225,20.752,-10.681,0.61
-0.962,0.086,-0.198,12.756,-1.526,-0.671
-0.957,0.085,-0.224,8.85,2.686,-0.916
-0.945,0.111,-0.251,-0.366,7.019,-1.343
-0.949,0.168,-0.231,-16.174,5.249,-3.235
-0.942,0.186,-0.221,-17.883,5.371,-3.235
-0.93,0.222,-0.218,-15.503,6.47,-3.479
-0.923,0.229,-0.22,-13.611,5.981,-3.052
-0.918,0.259,-0.234,-7.69,4.211,-1.404
-0.915,0.269,-0.206,3.54,-0.61,0.732
-0.919,0.253,-0.208,5.981,-0.488,1.221
-0.931,0.224,-0.226,10.925,-1.404,2.563
-0.939,0.145,-0.247,5.676,0.549,3.296
-0.943,0.157,-0.232,-1.465,1.038,1.526
-0.943,0.159,-0.216,-4.028,1.709,0.732
-0.933,0.187,-0.218,-7.507,4.211,0.122
-0.93,0.19,-0.225,-9.705,4.333,-0.244
-0.934,0.208,-0.21,-8.789,3.052,-0.427
-0.932,0.207,-0.217,-7.263,3.479,-0.244
-0.925,0.242,-0.224,-4.089,2.625,2.014
-0.928,0.242,-0.211,-2.808,1.526,2.197
-0.927,0.22,-0.221,2.991,2.38,3.479
-0.926,0.199,-0.225,5.737,-0.122,4.395
-0.928,0.191,-0.217,5.798,-0.427,4.333
-0.933,0.172,-0.222,4.639,0.183,3.723
-0.934,0.164,-0.223,2.014,0.732,3.357
-0.938,0.156,-0.201,-2.197,1.282,2.563
-0.941,0.159,-0.202,-3.601,2.38,2.38
-0.942,0.173,-0.215,-6.592,4.272,1.526
-0.939,0.176,-0.206,-7.507,3.845,1.526
-0.939,0.182,-0.202,-7.568,3.967,1.831
-0.939,0.185,-0.205,-7.751,3.479,2.136
-0.942,0.191,-0.197,-7.568,2.991,2.563
-0.94,0.194,-0.2,-7.08,2.869,2.747
-0.931,0.197,-0.209,-4.395,1.892,3.296
-0.931,0.191,-0.214,-3.296,1.404,3.479
-0.941,0.182,-0.208,-2.38,0.793,3.54
-0.944,0.176,-0.203,-2.319,0.61,3.54
-0.94,0.172,-0.213,-2.319,1.343,3.784
-0.936,0.169,-0.212,-2.686,1.16,3.784
-0.937,0.153,-0.203,-3.113,1.16,3.845
-0.947,0.141,-0.2,-4.883,1.953,2.808

-1.319,-0.358,0.395,15.93,69.275,58.411
-1.444,-0.578,0.689,27.466,82.458,72.021
-1.396,-0.854,0.758,48.828,110.046,92.773
-1.214,-0.919,0.453,53.284,144.531,118.225
-0.928,-0.55,0.17,64.514,162.598,133.362
-0.659,-0.031,-0.03,55.603,157.532,129.272
-0.531,0.289,-0.017,25.513,138.916,111.084
-0.649,0.225,0.209,57.678,171.57,59.082
-0.533,0.253,-0.479,103.333,178.772,63.66
-0.507,0.177,-0.274,131.042,54.81,73.12
-0.621,-0.386,0.174,159.607,47.913,103.76
-0.759,-0.673,0.304,157.593,69.946,126.343
-0.933,-0.448,0.225,128.601,96.313,138.916
-0.941,-0.28,0.408,48.889,106.262,110.352
-0.848,-0.435,0.244,39.368,115.417,107.056
-0.768,-0.192,0.331,27.039,105.713,107.666
-0.625,-0.438,0.196,28.87,96.191,91.37
-0.652,-0.532,0.185,33.203,94.36,91.187
-0.814,-0.713,0.157,17.151,95.886,92.529
-0.868,-0.579,0.344,-10.559,85.388,102.051
-0.812,-0.516,0.347,-4.089,82.825,104.98
-0.723,-0.422,0.169,25.513,76.294,107.91
-0.816,-0.981,0.299,47.119,56.885,119.202
-0.689,-0.865,0.352,5.493,56.702,119.446
-0.605,-0.879,0.381,-7.629,57.312,113.892
-0.475,-0.83,0.46,-18.127,57.129,106.506
-0.566,-0.746,0.634,-6.348,46.387,109.985
-0.212,-0.774,0.767,1.282,40.649,89.294
-0.229,-0.977,0.719,-14.16,36.377,30.09
-0.177,-1.028,0.576,-0.122,17.578,10.376
-0.192,-1.159,0.54,8.301,-23.621,-13.916
-0.232,-1.02,0.63,1.892,-44.25,-31.738
-0.325,-0.94,0.636,-5.31,-55.176,-45.654
-0.358,-0.911,0.617,-7.263,-56.58,-48.218
-0.403,-0.788,0.585,-9.583,-62.317,-59.57
-0.437,-0.781,0.584,-16.357,-59.509,-70.801
-0.45,-0.757,0.573,-18.738,-58.594,-71.96
-0.465,-0.665,0.547,-26.306,-54.932,-75.623
-0.483,-0.642,0.502,-23.438,-55.481,-78.247
-0.55,-0.638,0.494,-14.771,-60.73,-76.599
-0.619,-0.607,0.446,-11.292,-57.556,-77.271
-0.637,-0.611,0.445,-10.193,-58.35,-77.637
-0.67,-0.632,0.434,-8.85,-57.983,-76.965
-0.709,-0.6,0.346,-10.803,-57.617,-77.515
-0.76,-0.63,0.319,-13.123,-54.443,-73.975
-0.712,-0.645,0.363,-17.517,-56.519,-73.608
-0.813,-0.529,0.465,-24.109,-56.641,-65.918
-0.815,0.018,0.214,-27.466,-55.847,-69.153
-0.789,-0.01,0.193,-18.311,-63.721,-75.5
-0.731,-0.189,0.152,4.517,-82.031,-82.703
-0.825,-0.385,0.235,26.55,-108.887,-76.843
-0.933,-0.462,0.361,42.664,-108.643,-77.515
-1.227,-0.678,0.236,35.034,-84.229,-73.73
-0.97,-0.318,-0.014,-24.353,-89.111,-88.379
-0.847,-0.32,-0.06,-35.156,-92.285,-92.102
-0.708,-0.354,-0.044,-36.865,-97.595,-92.407
-0.817,-0.375,-0.092,-44.128,-88.013,-86.121
-0.914,-0.354,-0.063,-50.842,-87.341,-81.299
-0.94,-0.292,-0.085,-68.176,-87.28,-78.43
-0.835,0.102,0.114,-88.257,-66.956,-72.266
-0.841,0.208,0.11,-84.412,-54.565,-73.792
-0.867,0.28,-0.031,-65.308,-46.326,-80.139
-0.918,0.078,0.146,-40.466,-90.576,-75.562
-0.911,0.076,0.213,-37.231,-89.05,-70.862
-0.947,0.169,0.219,-34.729,-61.157,-66.101
-0.907,0.258,-0.173,-23.499,-62.195,-65.308
-0.832,-0.078,-0.322,0.366,-68.604,-68.97
-0.842,-0.167,-0.337,-2.869,-65.674,-65.613
-0.895,-0.25,-0.275,-28.625,-52.002,-54.81
-1.076,0.067,0.017,-48.462,-17.212,-45.898
-1.093,0.113,0.08,-45.227,-10.315,-49.011
-1.247,-0.034,0.029,-24.353,10.01,-38.086
-1.085,0.043,-0.155,-12.573,17.09,-4.944
-1.018,0.132,-0.247,-7.874,15.808,5.005
-0.897,0.356,-0.325,12.207,-2.258,16.296
-0.844,0.448,-0.353,45.471,-2.686,16.479
-0.826,0.349,-0.334,62.317,-3.906,11.719
-0.918,0.021,-0.376,28.931,2.563,-0.305
-0.918,-0.035,-0.401,15.137,3.235,-1.648
-0.903,-0.002,-0.363,-7.996,1.526,-4.333
-0.978,0.098,-0.21,-36.621,7.996,-15.686
-0.966,0.267,-0.216,-31.86,1.221,-4.7
-0.944,0.294,-0.188,-21.851,1.404,-0.793
-0.925,0.298,-0.216,-14.832,3.418,2.075
-0.901,0.254,-0.264,7.263,-2.258,8.423
-0.901,0.189,-0.305,33.203,-2.136,7.874
-0.901,0.153,-0.311,32.654,-4.211,6.653
-0.911,0.145,-0.293,29.663,-5.432,6.226
-0.948,0.123,-0.222,13.0,0.916,2.502
-0.948,0.1,-0.218,6.531,6.287,1.099
-0.936,0.083,-0.242,-3.174,16.174,-0.488
-0.925,0.093,-0.265,-12.329,16.846,-1.587
-0.931,0.116,-0.248,-21.362,10.559,-2.319
-0.933,0.132,-0.228,-23.56,9.949,-2.747
-0.941,0.166,-0.232,-23.193,11.963,-4.028
-0.942,0.2,-0.212,-21.484,8.362,-3.723
-0.926,0.203,-0.213,-17.944,8.362,-1.831
-0.933,0.199,-0.229,-3.235,5.066,2.014
-0.951,0.194,-0.201,2.563,3.357,2.441
-0.941,0.143,-0.207,11.23,2.197,5.31
-0.949,0.104,-0.201,5.493,1.16,3.784
-0.961,0.103,-0.219,-1.709,2.747,2.075
-0.96,0.108,-0.214,-4.822,3.174,-0.183
-0.94,0.141,-0.216,-10.803,6.287,-1.343
-0.935,0.153,-0.219,-12.39,7.141,-1.892
-0.939,0.164,-0.212,-16.113,7.08,-4.211
-0.952,0.162,-0.197,-17.09,6.958,-4.517
-0.957,0.164,-0.196,-14.832,7.08,-3.601
-0.955,0.169,-0.202,-13.062,6.47,-2.747
-0.951,0.199,-0.197,-3.357,1.343,0.183
-0.946,0.202,-0.187,4.883,0.854,2.808
-0.944,0.182,-0.197,6.775,0.427,3.54
-0.947,0.182,-0.199,7.385,0.183,3.723
-0.949,0.143,-0.196,6.958,-1.526,3.174
-0.934,0.135,-0.212,7.385,-1.343,4.028
-0.932,0.132,-0.216,6.409,-1.526,4.15
-0.949,0.131,-0.215,3.113,-1.465,2.747
-0.957,0.136,-0.213,2.441,-1.038,2.075
-0.95,0.136,-0.205,1.404,0.61,0.854

-0.747,-0.195,0.37,40.344,113.037,100.708
-0.717,-0.054,0.196,31.006,120.056,102.112
-0.678,0.004,0.102,25.635,123.901,98.938
-0.685,-0.041,0.089,36.621,120.361,93.079
-0.713,-0.048,0.127,55.725,113.77,92.224
-0.723,0.019,0.27,69.946,109.497,95.276
-0.648,-0.107,0.291,93.201,118.774,98.267
-0.587,-0.233,0.109,114.197,116.272,98.45
-0.612,-0.292,0.18,115.417,88.562,110.046
-0.792,-0.626,0.186,111.877,80.933,120.483
-0.848,-0.58,0.308,102.051,83.374,126.404
-0.795,-0.669,0.342,52.795,90.759,117.31
-0.739,-0.736,0.379,21.851,97.229,106.201
-0.721,-0.718,0.368,-20.508,109.009,92.163
-0.849,-0.695,0.043,-40.222,109.314,82.031
-0.957,-0.77,0.163,-27.1,94.91,92.285
-0.515,-0.629,0.33,22.278,64.209,111.45
-0.564,-0.989,0.552,27.344,53.589,114.258
-0.648,-0.97,0.602,4.028,57.251,114.502
-0.42,-0.664,0.762,-5.798,66.04,53.101
-0.236,-1.034,0.732,-6.897,66.162,35.278
-0.061,-1.019,0.638,-7.141,50.293,19.958
-0.04,-1.212,0.549,2.991,7.629,2.625
-0.133,-1.075,0.659,5.188,-50.232,-19.165
-0.086,-0.882,0.617,-3.479,-67.505,-40.161
-0.187,-0.871,0.528,-5.066,-82.642,-55.054
-0.352,-0.806,0.551,-20.02,-88.257,-61.34
-0.357,-0.751,0.604,-22.522,-89.966,-61.279
-0.361,-0.651,0.649,-26.123,-85.388,-67.993
-0.377,-0.636,0.671,-26.062,-83.862,-69.214
-0.47,-0.51,0.691,-23.926,-76.477,-73.303
-0.533,-0.459,0.695,-21.79,-73.364,-75.134
-0.565,-0.438,0.641,-18.494,-67.2,-80.2
-0.636,-0.418,0.625,-7.202,-62.439,-84.656
-0.665,-0.453,0.589,1.831,-56.274,-87.158
-0.662,-0.461,0.583,2.441,-53.589,-89.233
-0.723,-0.459,0.53,9.277,-48.34,-89.539
-0.814,-0.413,0.371,16.113,-47.058,-88.623
-0.858,-0.387,0.328,19.287,-48.462,-88.684
-0.973,-0.405,0.188,40.527,-58.655,-95.703
-0.957,-0.558,0.181,51.453,-65.491,-97.351
-0.952,-0.648,0.138,56.152,-65.369,-95.337
-0.968,-0.687,0.06,27.954,-67.322,-87.83
-1.02,-0.525,0.018,-6.836,-66.65,-92.957
-1.033,-0.419,0.012,-31.25,-68.542,-100.22
-0.954,-0.279,-0.049,-35.095,-61.34,-105.225
-0.901,-0.314,-0.036,-35.95,-73.853,-101.685
-0.867,-0.272,-0.077,-37.17,-79.102,-98.755
-0.881,-0.071,0.034,-46.814,-91.492,-91.614
-0.898,-0.013,0.025,-37.17,-91.37,-87.463
-0.896,0.042,0.049,-35.4,-92.712,-83.74
-0.765,0.072,-0.03,-23.376,-91.919,-83.679
-0.753,0.049,-0.115,-17.517,-101.685,-83.191
-0.766,0.034,-0.16,-22.034,-108.459,-81.116
-0.804,0.177,-0.071,-35.583,-126.526,-75.623
-0.789,0.196,0.109,-45.715,-126.831,-77.087
-0.833,0.191,0.295,-45.105,-123.779,-79.468
-1.096,0.166,0.455,-5.066,-27.893,-76.843
-0.984,0.169,0.261,-53.467,-23.01,-77.454
-0.886,-0.048,-0.302,-2.625,-28.503,-69.092
-0.859,-0.198,-0.611,6.226,-34.18,-48.584
-1.115,-0.049,-0.769,-28.687,-34.058,-33.325
-1.168,-0.152,-0.24,-52.979,-18.799,-27.649
-1.164,-0.04,0.165,-42.847,27.588,-3.967
-1.066,0.153,-0.185,-26.55,38.391,7.568
-0.922,0.387,-0.131,13.184,6.287,19.775
-0.866,0.495,-0.11,42.175,0.122,16.968
-0.875,0.431,-0.075,57.129,-3.052,9.644
-0.891,0.301,-0.216,68.97,-2.563,12.085
-0.874,0.181,-0.282,59.631,-5.798,13.489
-0.881,0.138,-0.384,28.625,-3.601,9.094
-0.877,0.114,-0.438,-2.319,9.094,-7.629
-0.902,0.0,-0.459,-41.077,16.907,-14.893
-0.965,0.112,-0.256,-59.387,4.333,-18.738
-1.006,0.231,-0.066,-61.646,0.183,-17.212
-0.996,0.36,-0.116,-48.706,0.183,-1.953
-0.973,0.391,-0.1,-41.87,-2.625,1.77
-0.893,0.376,-0.161,-12.878,-3.357,10.315
-0.857,0.355,-0.319,13.55,-5.554,12.695
-0.878,0.227,-0.367,47.241,-14.465,6.958
-0.917,0.105,-0.342,41.626,-11.841,4.7
-0.919,0.055,-0.306,30.518,-4.639,5.493
-0.943,0.081,-0.178,-2.136,2.136,0.61
-0.915,0.207,-0.346,-33.691,15.869,-7.568
-0.914,0.211,-0.27,-39.856,6.47,-8.728
-0.934,0.265,-0.188,-31.799,3.418,-3.967
-0.932,0.263,-0.244,-18.494,2.197,-2.197
-0.946,0.254,-0.212,5.798,-3.662,3.723
-0.94,0.197,-0.246,25.33,-1.77,8.911
-0.939,0.185,-0.25,29.236,-1.465,9.827
-0.923,0.101,-0.269,19.897,1.16,6.958
-0.926,0.126,-0.23,2.869,-0.61,2.563
-0.924,0.133,-0.251,-5.981,2.075,-0.793
-0.913,0.187,-0.265,-14.16,1.282,-4.272
-0.926,0.169,-0.248,-13.794,2.014,-4.333
-0.942,0.186,-0.252,-12.756,1.709,-3.479
-0.953,0.207,-0.217,-10.925,-0.427,-2.014
-0.951,0.204,-0.202,-8.667,-0.732,-1.404
-0.946,0.189,-0.222,3.052,-2.502,2.197
-0.915,0.173,-0.254,4.456,-0.854,1.404
-0.922,0.155,-0.266,-0.305,2.136,-0.183
-0.931,0.182,-0.247,-6.042,2.014,-1.038
-0.92,0.199,-0.257,-6.775,2.93,-1.221
-0.924,0.211,-0.255,-5.005,0.854,-1.221
-0.932,0.208,-0.244,-3.784,-0.061,-1.282
-0.939,0.195,-0.227,0.427,-0.183,-0.122
-0.935,0.176,-0.249,4.15,-1.221,1.404
-0.927,0.169,-0.259,2.991,-0.916,0.732
-0.926,0.174,-0.257,1.709,-0.061,-0.122
-0.923,0.18,-0.255,-0.183,0.366,-0.671
-0.933,0.19,-0.232,-0.549,-0.549,-0.61
-0.931,0.191,-0.237,0.549,-0.122,-0.61
-0.933,0.183,-0.245,3.479,-1.038,-0.488
-0.93,0.173,-0.247,4.089,0.061,0.183
-0.933,0.177,-0.25,2.991,-0.427,-0.122
-0.919,0.197,-0.247,1.465,0.305,-0.977
-0.925,0.197,-0.25,2.136,0.427,-1.038
-0.927,0.196,-0.245,1.526,-0.244,-1.038
-0.934,0.186,-0.237,0.488,-0.244,-0.793

-1.043,-0.291,0.173,57.556,89.355,112.976
-1.043,-0.18,0.193,46.082,100.159,111.816
-0.984,-0.178,0.122,33.386,112.305,107.849
-0.894,-0.228,0.094,28.931,119.385,103.882
-0.835,-0.249,0.05,33.447,116.882,103.088
-0.796,-0.253,0.079,39.307,105.652,105.103
-0.781,-0.324,0.167,43.884,91.675,108.337
-0.702,-0.534,0.195,50.903,89.6,108.337
-0.882,-0.66,0.467,44.556,75.928,114.929
-0.741,-0.505,-0.066,0.977,96.375,93.445
-0.631,-0.683,-0.049,10.498,76.904,92.102
-0.883,-1.214,0.654,27.527,56.458,108.582
-0.802,-0.473,0.319,-41.382,84.167,101.135
-0.704,-0.496,0.42,-37.964,76.843,92.407
-0.582,-0.792,0.528,26.184,51.88,96.802
-0.513,-0.844,0.381,2.93,43.335,86.06
-0.426,-0.715,0.567,-4.639,34.119,80.872
-0.454,-0.755,0.597,-18.372,23.01,58.289
-0.395,-0.673,0.571,-5.554,10.437,49.744
-0.294,-0.958,0.631,10.864,-4.395,40.771
-0.296,-0.917,0.609,-12.939,-14.099,17.395
-0.31,-0.991,0.545,-9.033,-32.471,4.15
-0.277,-0.975,0.562,-10.742,-46.814,-2.563
-0.326,-0.901,0.55,-14.648,-60.12,-11.536
-0.417,-0.854,0.563,-19.47,-72.754,-24.109
-0.472,-0.76,0.613,-27.832,-75.562,-33.691
-0.508,-0.659,0.653,-34.851,-73.12,-41.016
-0.581,-0.543,0.681,-23.01,-66.772,-58.594
-0.651,-0.496,0.68,-22.522,-60.608,-62.988
-0.706,-0.322,0.638,-15.442,-49.561,-70.74
-0.701,-0.343,0.602,-11.597,-48.828,-74.768
-0.845,-0.39,0.493,18.982,-42.725,-78.43
-0.873,-0.378,0.471,21.118,-43.213,-79.224
-0.89,-0.501,0.369,33.691,-45.044,-87.158
-0.907,-0.483,0.317,35.522,-43.518,-87.524
-0.891,-0.486,0.227,33.508,-41.809,-89.722
-0.927,-0.663,0.043,30.884,-52.002,-87.708
-0.964,-0.696,0.113,0.793,-59.57,-87.341
-0.997,-0.651,0.094,-3.113,-59.998,-89.966
-0.971,-0.525,0.023,-43.579,-61.646,-93.75
-0.971,-0.382,0.003,-78.369,-67.688,-89.966
-0.96,-0.256,-0.022,-74.585,-66.528,-92.041
-1.04,0.054,-0.026,-56.824,-82.214,-100.586
-0.908,-0.181,0.01,-36.316,-86.304,-93.933
-0.855,-0.206,0.012,-31.25,-88.379,-85.205
-0.864,0.066,-0.01,-39.734,-88.379,-65.735
-0.884,0.11,-0.049,-26.672,-89.539,-66.833
-0.865,0.084,-0.082,-16.235,-91.797,-65.063
-0.739,-0.013,0.024,2.441,-101.501,-57.373
-0.779,-0.103,-0.1,1.587,-98.022,-60.364
-0.844,-0.184,-0.009,-9.827,-99.426,-59.57
-0.93,-0.216,0.22,-40.405,-63.171,-48.218
-0.956,-0.083,0.279,-45.105,-53.894,-44.983
-1.061,0.082,0.176,-56.702,-28.992,-42.542
-0.967,0.09,0.034,-33.569,-23.865,-42.969
-0.965,0.028,0.031,-25.391,-23.438,-40.833
-0.972,-0.07,-0.188,-2.686,-13.184,-25.024
-0.896,0.083,-0.207,-21.179,-21.912,-16.907
-0.915,-0.004,-0.275,-22.888,-19.958,-18.86
-0.935,0.018,-0.199,-17.09,-27.039,-17.822
-0.913,0.188,-0.177,-13.367,-14.771,-19.47
-0.961,0.138,-0.228,-3.174,-9.521,-21.912
-0.976,0.002,-0.204,-1.404,-10.742,-22.461
-0.953,0.184,-0.211,3.235,-5.859,-18.005
-0.987,0.211,-0.157,11.414,-4.639,-15.93
-0.983,0.044,-0.275,3.601,-1.16,-3.174
-0.984,0.027,-0.231,0.488,-4.578,2.258
-0.984,0.059,-0.217,5.981,-2.869,2.38
-0.959,0.108,-0.234,13.367,2.502,2.563
-0.946,0.169,-0.199,10.925,4.456,2.808
-0.928,0.152,-0.212,10.437,6.47,3.113
-0.903,0.217,-0.284,13.062,7.996,5.676
-0.896,0.249,-0.268,10.071,2.197,3.296
-0.893,0.239,-0.287,12.085,2.075,1.282
-0.877,0.198,-0.332,12.756,-0.61,-1.892
-0.899,0.199,-0.289,10.864,-1.282,-2.686
-0.938,0.139,-0.245,9.949,0.061,-4.272
-0.942,0.104,-0.258,10.498,1.16,-3.845
-0.95,0.089,-0.224,3.113,-2.319,-2.869
-0.973,0.088,-0.177,0.366,-2.625,-3.784
-0.987,0.12,-0.178,-5.127,3.235,-0.61
-0.975,0.124,-0.177,-4.028,3.296,0.732
-0.953,0.168,-0.232,1.404,4.822,4.822
-0.941,0.177,-0.236,3.174,4.15,5.554
-0.92,0.21,-0.252,11.475,1.526,6.042
-0.93,0.182,-0.22,11.902,1.587,5.005
-0.929,0.172,-0.223,12.39,2.075,4.7
-0.928,0.155,-0.228,9.644,1.587,3.296
-0.929,0.147,-0.229,7.507,1.526,2.747
-0.938,0.149,-0.233,2.136,1.648,1.831
-0.938,0.148,-0.242,0.122,1.892,1.16
-0.928,0.164,-0.264,-2.747,1.404,-0.122
-0.925,0.163,-0.26,-3.113,0.977,-0.61
-0.932,0.164,-0.248,-3.235,0.244,-0.977
-0.933,0.165,-0.24,-2.502,0.549,-0.977
-0.932,0.173,-0.241,-0.671,0.61,-0.366
-0.934,0.169,-0.237,-0.305,0.122,-0.366
-0.937,0.172,-0.236,2.014,-0.122,0.244
-0.94,0.165,-0.24,2.869,0.0,0.061
-0.935,0.157,-0.246,5.493,-0.305,0.549
-0.939,0.158,-0.244,6.165,-1.038,0.122
-0.943,0.153,-0.229,7.385,-0.427,0.427
