aX,aY,aZ,gX,gY,gZ
-0.88,0.349,-0.218,-0.305,0.427,0.061
-0.882,0.349,-0.219,-0.183,0.427,-0.122
-0.881,0.349,-0.219,0.0,0.366,-0.183
-0.88,0.349,-0.219,-0.122,0.427,0.061
-0.88,0.351,-0.22,-0.366,0.61,-0.061
-0.88,0.35,-0.219,-0.061,0.305,0.061
-0.881,0.35,-0.219,0.122,0.244,-0.061
-0.882,0.349,-0.218,0.244,0.488,0.122
-0.882,0.348,-0.218,0.549,0.305,0.061
-0.882,0.347,-0.22,0.366,0.122,0.061
-0.882,0.345,-0.22,0.122,0.244,0.061
-0.883,0.345,-0.221,0.0,0.244,-0.061
-0.882,0.345,-0.219,-0.183,0.549,-0.183
-0.882,0.347,-0.219,-0.305,0.793,-0.366
-0.881,0.347,-0.22,-0.244,0.549,-0.061
-0.881,0.347,-0.219,-0.305,0.549,-0.244
-0.882,0.348,-0.219,-0.427,0.732,-0.244
-0.881,0.349,-0.218,-0.183,0.732,-0.183
-0.882,0.347,-0.22,-0.244,0.671,-0.427
-0.881,0.347,-0.219,-0.427,0.732,-0.488
-0.881,0.35,-0.216,-0.793,0.793,-0.427
-0.88,0.35,-0.216,-0.671,0.732,-0.549
-0.881,0.35,-0.217,-0.671,0.854,-0.488
-0.882,0.349,-0.218,-0.244,0.427,-0.244
-0.88,0.35,-0.219,-0.366,0.366,-0.183

-0.88,0.348,-0.219,-0.061,0.427,-0.061
-0.88,0.348,-0.218,-0.122,0.427,0.061
-0.88,0.349,-0.219,0.0,0.244,-0.061
-0.88,0.349,-0.217,0.061,0.305,-0.061
-0.881,0.349,-0.218,0.0,0.366,-0.183
-0.88,0.347,-0.218,0.0,0.488,-0.183
-0.882,0.345,-0.221,-0.061,0.305,-0.183
-0.882,0.344,-0.222,-0.366,0.488,-0.244
-0.881,0.346,-0.221,-0.549,0.61,0.0
-0.882,0.348,-0.222,-0.427,0.61,-0.122
-0.881,0.348,-0.22,-0.488,0.671,-0.183
-0.88,0.348,-0.22,-0.549,0.793,-0.122
-0.88,0.35,-0.218,-0.488,0.488,-0.122
-0.881,0.348,-0.218,0.0,0.183,-0.122
-0.882,0.348,-0.218,-0.183,0.244,-0.183
-0.88,0.349,-0.22,0.061,0.366,-0.183
-0.88,0.349,-0.22,0.061,0.366,-0.122
-0.881,0.348,-0.221,0.0,0.061,-0.183
-0.881,0.345,-0.219,0.244,0.305,-0.122
-0.881,0.348,-0.22,0.0,0.366,0.0
-0.881,0.347,-0.219,-0.061,0.366,-0.122
-0.881,0.348,-0.218,0.244,0.061,-0.183
-0.88,0.348,-0.219,0.244,-0.061,-0.244
-0.881,0.345,-0.22,0.732,0.244,-0.244
-0.882,0.345,-0.222,0.488,0.061,-0.183
-0.883,0.345,-0.222,0.183,0.183,-0.183
-0.882,0.344,-0.223,0.0,0.244,-0.122
-0.882,0.348,-0.221,-0.061,0.549,-0.122
-0.882,0.348,-0.22,0.0,0.427,0.0
-0.881,0.349,-0.219,0.366,0.183,-0.122
-0.88,0.349,-0.218,0.183,0.122,-0.183
-0.879,0.348,-0.22,0.0,0.488,-0.305
-0.881,0.348,-0.22,0.305,0.427,-0.183
-0.881,0.347,-0.22,0.061,0.244,-0.244
-0.881,0.346,-0.22,-0.061,0.244,-0.183
-0.882,0.349,-0.219,-0.183,0.488,-0.366
-0.881,0.347,-0.221,-0.305,0.366,-0.366
-0.88,0.347,-0.22,-0.427,0.671,-0.305
-0.881,0.348,-0.22,-0.305,0.549,-0.366
-0.881,0.348,-0.22,-0.366,0.488,-0.488
-0.88,0.349,-0.219,-0.427,0.61,-0.305
-0.88,0.348,-0.219,-0.244,0.427,-0.366
-0.88,0.349,-0.22,-0.427,0.427,-0.366
-0.88,0.348,-0.221,-0.366,0.549,-0.305
-0.882,0.348,-0.22,-0.305,0.61,-0.244
-0.881,0.348,-0.22,-0.488,0.549,-0.244
-0.881,0.348,-0.22,-0.244,0.427,-0.244
-0.882,0.347,-0.219,-0.183,0.244,-0.061
-0.881,0.349,-0.219,-0.061,0.427,-0.183
-0.881,0.349,-0.22,0.0,0.305,-0.244
-0.88,0.349,-0.22,-0.183,0.488,-0.244
-0.882,0.349,-0.22,-0.183,0.427,-0.122
-0.881,0.351,-0.222,-0.366,0.61,-0.244
-0.88,0.349,-0.219,-0.427,0.549,-0.183
-0.881,0.349,-0.219,-0.244,0.427,-0.183
-0.881,0.348,-0.219,-0.061,0.366,-0.122
-0.881,0.351,-0.218,-0.122,0.122,-0.183
-0.882,0.348,-0.221,0.305,0.183,-0.244
-0.881,0.348,-0.223,0.183,0.244,-0.183
-0.88,0.349,-0.222,0.0,0.305,0.0
-0.879,0.349,-0.221,0.061,0.427,0.061
-0.88,0.348,-0.22,0.305,0.061,-0.061
-0.881,0.347,-0.22,0.549,0.061,-0.061
-0.881,0.345,-0.222,0.366,0.183,0.0
-0.881,0.344,-0.223,-0.061,0.427,-0.122
-0.88,0.345,-0.226,-0.305,0.427,-0.183
-0.882,0.345,-0.224,-0.488,0.61,-0.061
-0.882,0.347,-0.221,-0.549,0.793,-0.122
-0.882,0.348,-0.22,-0.427,0.732,-0.061
-0.88,0.349,-0.22,-0.183,0.549,0.0
-0.88,0.35,-0.219,-0.061,0.366,0.0
-0.88,0.351,-0.22,0.122,0.122,-0.122
-0.88,0.351,-0.221,0.061,0.305,-0.183
-0.879,0.348,-0.222,0.0,0.488,-0.183
-0.88,0.349,-0.221,-0.183,0.427,-0.244
-0.88,0.349,-0.222,-0.183,0.488,-0.122
-0.882,0.349,-0.221,-0.061,0.244,-0.061
-0.882,0.346,-0.221,-0.061,0.488,-0.122
-0.881,0.346,-0.22,0.0,0.366,-0.122
-0.883,0.344,-0.221,0.0,0.427,-0.305
-0.883,0.344,-0.224,-0.305,0.427,-0.244
-0.881,0.345,-0.224,-0.427,0.427,-0.183
-0.881,0.347,-0.221,-0.183,0.549,-0.122
-0.88,0.346,-0.221,-0.427,0.732,-0.244
-0.881,0.348,-0.221,-0.366,0.732,-0.305
-0.88,0.349,-0.222,-0.244,0.61,-0.244
-0.88,0.35,-0.22,-0.305,0.488,-0.244
-0.88,0.348,-0.221,-0.061,0.488,-0.305
-0.88,0.348,-0.221,0.061,0.427,-0.488
-0.882,0.348,-0.22,0.122,0.427,-0.244
-0.883,0.346,-0.221,0.488,0.427,-0.427
-0.882,0.346,-0.22,0.122,0.244,-0.244
-0.882,0.345,-0.223,0.061,0.305,-0.366
-0.881,0.345,-0.221,0.0,0.305,-0.305
-0.88,0.349,-0.222,-0.183,0.549,-0.244
-0.88,0.349,-0.222,0.0,0.549,-0.244
-0.881,0.348,-0.222,-0.061,0.427,-0.305
-0.88,0.349,-0.222,-0.183,0.549,-0.183
-0.882,0.349,-0.221,-0.183,0.427,-0.305
-0.881,0.347,-0.22,-0.061,0.427,-0.366
-0.88,0.347,-0.22,-0.061,0.427,-0.122
-0.881,0.35,-0.221,-0.244,0.488,-0.244
-0.88,0.352,-0.221,-0.305,0.366,-0.244
-0.879,0.352,-0.221,-0.183,0.549,-0.183
-0.88,0.352,-0.221,-0.183,0.549,-0.244
-0.882,0.348,-0.221,0.244,0.183,-0.305
-0.881,0.346,-0.22,0.305,0.183,-0.488
-0.882,0.345,-0.222,0.244,0.427,-0.122
-0.881,0.344,-0.221,0.244,0.366,-0.061
-0.882,0.346,-0.221,-0.061,0.427,-0.183
-0.881,0.346,-0.222,-0.183,0.61,-0.122
-0.881,0.347,-0.221,-0.122,0.61,-0.183
-0.88,0.348,-0.221,0.0,0.366,-0.366
-0.881,0.348,-0.22,0.0,0.488,-0.183
-0.88,0.348,-0.22,-0.061,0.488,-0.122
-0.88,0.349,-0.221,0.061,0.549,-0.244
-0.88,0.348,-0.221,-0.061,0.549,-0.244
-0.88,0.349,-0.221,-0.305,0.549,-0.122
-0.881,0.349,-0.22,-0.244,0.549,-0.183

-0.88,0.351,-0.219,0.0,0.488,-0.061
-0.881,0.349,-0.222,0.122,0.427,-0.183
-0.88,0.347,-0.221,0.061,0.305,-0.061
-0.88,0.347,-0.222,0.061,0.305,-0.122
-0.882,0.348,-0.222,0.0,0.366,-0.183
-0.881,0.347,-0.222,0.0,0.366,-0.244
-0.88,0.347,-0.222,0.0,0.366,-0.183
-0.88,0.348,-0.221,-0.061,0.549,-0.122
-0.879,0.348,-0.219,-0.183,0.488,-0.122
-0.88,0.348,-0.22,-0.366,0.427,-0.305
-0.882,0.347,-0.221,-0.183,0.427,-0.244
-0.881,0.348,-0.221,0.0,0.366,-0.122
-0.881,0.349,-0.222,-0.183,0.366,-0.122
-0.88,0.349,-0.222,-0.366,0.427,0.061
-0.88,0.349,-0.222,-0.549,0.61,-0.183
-0.881,0.35,-0.221,-0.122,0.427,-0.183
-0.882,0.349,-0.221,-0.061,0.366,-0.244
-0.88,0.349,-0.22,0.0,0.488,0.0
-0.879,0.349,-0.221,0.122,0.244,0.0
-0.88,0.349,-0.222,0.061,0.427,0.0
-0.881,0.349,-0.221,0.122,0.427,-0.061
-0.883,0.347,-0.22,0.427,0.183,-0.122
-0.882,0.345,-0.221,0.183,0.244,0.0
-0.881,0.345,-0.222,0.061,0.244,0.0
-0.881,0.348,-0.221,-0.183,0.366,-0.061
-0.88,0.348,-0.221,0.0,0.305,-0.183
-0.88,0.349,-0.221,-0.061,0.305,-0.183
-0.88,0.349,-0.221,0.122,0.549,-0.183
-0.882,0.346,-0.222,0.183,0.305,-0.122
-0.881,0.346,-0.222,0.122,0.366,-0.061
-0.88,0.344,-0.221,-0.061,0.488,-0.061
-0.881,0.345,-0.222,0.183,0.244,-0.183
-0.881,0.346,-0.221,0.183,0.305,-0.122
-0.88,0.348,-0.221,0.244,0.488,-0.061
-0.88,0.348,-0.221,0.305,0.183,0.183
-0.88,0.346,-0.221,0.305,0.305,-0.122
-0.882,0.346,-0.222,0.061,0.488,-0.061
-0.882,0.346,-0.222,0.061,0.427,-0.183
-0.883,0.346,-0.221,0.122,0.366,-0.122
-0.882,0.346,-0.222,0.061,0.305,-0.061
-0.881,0.348,-0.222,-0.305,0.366,-0.122
-0.88,0.348,-0.223,-0.427,0.549,-0.122
-0.881,0.349,-0.222,-0.183,0.61,-0.244
-0.881,0.347,-0.221,0.0,0.244,-0.183
-0.88,0.346,-0.222,0.122,0.305,-0.244
-0.882,0.347,-0.222,-0.244,0.549,-0.183
-0.88,0.348,-0.223,-0.366,0.305,-0.244
-0.88,0.348,-0.224,-0.183,0.427,-0.305
-0.881,0.348,-0.224,-0.244,0.61,-0.366
-0.883,0.349,-0.222,-0.488,0.366,-0.061
-0.881,0.35,-0.223,-0.854,0.427,-0.305
-0.881,0.348,-0.221,-0.183,0.488,-0.427
-0.881,0.349,-0.222,-0.305,0.427,-0.305
-0.881,0.349,-0.222,-0.305,0.488,-0.366
-0.88,0.349,-0.22,-0.305,0.61,-0.183
-0.88,0.348,-0.222,-0.183,0.488,-0.244
-0.883,0.349,-0.222,-0.122,0.549,-0.244
-0.88,0.348,-0.221,0.0,0.244,-0.305
-0.881,0.348,-0.221,-0.061,0.122,-0.244
-0.88,0.349,-0.221,-0.244,0.244,-0.366
-0.879,0.349,-0.222,0.122,0.244,-0.427
-0.88,0.349,-0.221,0.061,0.366,-0.305
-0.882,0.349,-0.223,-0.061,0.366,-0.244
-0.882,0.348,-0.222,-0.061,0.183,-0.244
-0.882,0.349,-0.221,0.061,0.305,-0.488
-0.88,0.349,-0.22,0.183,0.244,-0.366
-0.88,0.349,-0.219,0.305,0.061,-0.427
-0.879,0.35,-0.223,0.244,0.122,-0.427
-0.88,0.349,-0.224,0.183,0.061,-0.488
-0.88,0.348,-0.223,0.366,0.366,-0.366
-0.88,0.346,-0.224,0.244,0.488,-0.427
-0.881,0.345,-0.223,-0.061,0.305,-0.488
-0.882,0.344,-0.223,-0.061,0.183,-0.305
-0.882,0.346,-0.222,0.0,0.366,-0.366
-0.88,0.348,-0.223,0.183,0.427,-0.244
-0.881,0.347,-0.222,0.305,0.305,-0.305
-0.88,0.349,-0.222,0.732,0.244,-0.427
-0.879,0.35,-0.224,0.061,0.305,-0.305
-0.878,0.35,-0.223,-0.122,0.427,-0.305
-0.88,0.351,-0.224,-0.183,0.488,-0.305
-0.88,0.35,-0.224,-0.122,0.671,-0.366
-0.88,0.349,-0.223,-0.183,0.732,-0.366
-0.88,0.349,-0.222,-0.244,0.671,-0.305
-0.88,0.35,-0.221,-0.244,0.427,-0.244
-0.88,0.35,-0.223,-0.122,0.549,-0.366
-0.88,0.349,-0.222,-0.061,0.61,-0.244
-0.879,0.349,-0.223,-0.366,0.61,-0.305
-0.88,0.351,-0.223,-0.488,0.61,-0.488
-0.88,0.351,-0.221,-0.305,0.732,-0.366
-0.88,0.35,-0.221,-0.427,0.671,-0.427
-0.88,0.35,-0.221,-0.122,0.671,-0.427
-0.88,0.351,-0.222,-0.061,0.61,-0.366
-0.879,0.353,-0.221,-0.122,0.61,-0.427
-0.877,0.355,-0.221,-0.488,0.671,-0.488
-0.879,0.351,-0.223,0.244,0.854,-0.549
-0.881,0.349,-0.224,0.0,0.549,-0.549
-0.881,0.347,-0.223,-0.122,0.671,-0.366
-0.881,0.348,-0.222,-0.305,0.671,-0.244
-0.88,0.351,-0.223,-0.427,0.61,-0.244
-0.879,0.351,-0.222,-0.488,0.854,-0.244
-0.879,0.351,-0.221,-0.183,0.793,-0.061
-0.878,0.35,-0.22,-0.244,0.671,-0.183
-0.879,0.351,-0.221,0.0,0.427,-0.122
-0.879,0.35,-0.223,0.0,0.366,-0.061
-0.881,0.349,-0.223,0.183,0.427,-0.061
-0.88,0.347,-0.225,0.183,0.427,-0.061
-0.878,0.35,-0.223,-0.366,0.61,-0.122
-0.878,0.351,-0.223,-0.61,0.732,-0.061
-0.879,0.353,-0.221,-0.427,0.61,-0.061
-0.879,0.355,-0.221,-0.61,0.671,-0.183
-0.88,0.35,-0.22,0.366,0.488,0.061
-0.88,0.349,-0.222,0.61,0.0,0.122
-0.88,0.349,-0.223,0.427,0.061,0.183
-0.88,0.35,-0.224,0.244,0.061,0.122
-0.879,0.349,-0.221,0.122,0.061,0.183
-0.879,0.35,-0.223,0.0,0.427,0.0
-0.879,0.35,-0.223,-0.061,0.427,0.183
-0.88,0.351,-0.222,0.061,0.122,0.122
-0.879,0.351,-0.222,0.305,0.366,0.122

-0.88,0.348,-0.223,0.488,0.122,0.061
-0.88,0.348,-0.223,0.244,0.244,-0.183
-0.88,0.348,-0.223,-0.061,0.244,-0.122
-0.879,0.35,-0.223,0.0,0.305,0.0
-0.88,0.351,-0.223,0.061,0.305,0.122
-0.879,0.35,-0.224,-0.244,0.488,0.0
-0.879,0.35,-0.223,0.183,0.305,0.0
-0.881,0.346,-0.223,0.244,0.0,-0.122
-0.881,0.345,-0.223,0.427,0.061,-0.061
-0.88,0.348,-0.224,0.122,0.0,-0.061
-0.879,0.349,-0.225,-0.244,0.244,-0.183
-0.879,0.348,-0.225,-0.305,0.61,-0.244
-0.881,0.349,-0.224,-0.183,0.488,-0.366
-0.881,0.349,-0.223,-0.183,0.366,-0.183
-0.879,0.349,-0.223,-0.366,0.488,-0.061
-0.878,0.348,-0.224,-0.183,0.549,-0.122
-0.88,0.349,-0.226,-0.061,0.366,-0.244
-0.88,0.348,-0.225,-0.061,0.305,-0.244
-0.88,0.349,-0.226,-0.366,0.305,-0.305
-0.879,0.349,-0.224,-0.244,0.366,-0.183
-0.88,0.348,-0.223,-0.122,0.732,-0.244
-0.879,0.347,-0.224,0.061,0.488,-0.305
-0.88,0.348,-0.224,-0.122,0.549,-0.183
-0.88,0.348,-0.225,-0.122,0.366,-0.244
-0.879,0.348,-0.226,-0.183,0.244,-0.366
-0.88,0.351,-0.226,-0.305,0.671,-0.244
-0.877,0.352,-0.225,0.0,0.305,-0.305
-0.879,0.352,-0.224,-0.122,0.183,-0.427
-0.879,0.351,-0.223,0.122,0.427,-0.427
-0.88,0.348,-0.224,0.244,0.366,-0.427
-0.88,0.347,-0.224,0.305,0.366,-0.427
-0.879,0.352,-0.229,-0.549,0.549,-0.854
-0.881,0.345,-0.229,0.305,0.366,-0.549
-0.88,0.35,-0.225,-0.061,0.549,-0.549
-0.88,0.35,-0.227,-0.366,0.732,-0.427
-0.88,0.352,-0.224,-0.427,0.366,-0.488
-0.879,0.353,-0.224,0.244,0.671,-0.244
-0.878,0.352,-0.224,0.122,0.793,-0.244
-0.878,0.352,-0.224,0.061,0.61,-0.183
-0.878,0.352,-0.224,-0.061,0.671,-0.244
-0.878,0.353,-0.225,0.0,0.488,-0.183
-0.878,0.353,-0.224,0.061,0.427,-0.427
-0.879,0.352,-0.224,0.122,0.427,-0.488
-0.879,0.351,-0.223,0.0,0.427,-0.488
-0.88,0.351,-0.224,0.061,0.549,-0.366
-0.879,0.35,-0.225,0.0,0.488,-0.427
-0.878,0.35,-0.224,0.0,0.549,-0.305
-0.88,0.351,-0.225,-0.122,0.549,-0.366
-0.88,0.35,-0.225,0.122,0.366,-0.305
-0.879,0.352,-0.224,0.305,0.488,-0.366
-0.879,0.352,-0.224,0.183,0.244,-0.366
-0.877,0.351,-0.223,0.122,0.366,-0.427
-0.877,0.352,-0.223,-0.122,0.244,-0.427
-0.879,0.352,-0.223,-0.122,0.305,-0.549
-0.878,0.353,-0.224,0.122,0.244,-0.488
-0.879,0.353,-0.224,0.183,0.305,-0.427
-0.878,0.351,-0.227,0.122,0.366,-0.488
-0.877,0.351,-0.225,0.0,0.305,-0.427
-0.879,0.353,-0.224,-0.122,0.549,-0.305
-0.877,0.355,-0.224,-0.549,0.549,-0.366
-0.878,0.351,-0.225,0.122,0.366,-0.427
-0.878,0.355,-0.226,-0.244,0.366,-0.61
-0.879,0.351,-0.226,0.183,0.366,-0.549
-0.878,0.351,-0.226,0.305,0.244,-0.427
-0.879,0.349,-0.225,0.061,0.427,-0.366
-0.88,0.35,-0.226,-0.061,0.366,-0.366
-0.878,0.351,-0.226,-0.122,0.244,-0.244
-0.877,0.353,-0.225,-0.061,0.549,-0.488
-0.877,0.353,-0.226,0.305,0.427,-0.427
-0.878,0.351,-0.227,0.183,0.305,-0.427
-0.877,0.349,-0.225,-0.061,0.427,-0.305
-0.879,0.35,-0.227,-0.061,0.488,-0.549
-0.879,0.351,-0.226,-0.183,0.366,-0.549
-0.876,0.353,-0.225,-0.122,0.732,-0.427
-0.878,0.353,-0.225,0.061,0.671,-0.488
-0.876,0.354,-0.224,0.061,0.183,-0.488
-0.877,0.355,-0.226,0.183,0.305,-0.366
-0.875,0.356,-0.227,0.366,0.305,-0.366
-0.878,0.353,-0.228,-0.122,0.305,-0.305
-0.878,0.352,-0.227,-0.244,0.366,-0.366
-0.877,0.352,-0.226,-0.244,0.488,-0.61
-0.876,0.356,-0.224,-0.671,0.61,-0.427
-0.876,0.356,-0.224,-0.61,0.488,-0.366
-0.877,0.356,-0.224,0.0,0.244,-0.183
-0.878,0.356,-0.223,0.061,0.183,-0.305
-0.877,0.354,-0.224,0.122,0.061,-0.183
-0.877,0.354,-0.224,0.122,0.061,-0.305
-0.877,0.354,-0.226,-0.244,0.366,-0.183
-0.876,0.355,-0.225,-0.488,0.488,-0.366
-0.877,0.356,-0.226,-0.732,0.488,-0.183
-0.876,0.355,-0.226,-0.671,0.488,-0.244
-0.877,0.354,-0.224,-0.366,0.427,-0.122
-0.876,0.352,-0.225,-0.061,0.183,-0.061
-0.88,0.353,-0.225,-0.061,0.061,0.061
-0.876,0.36,-0.227,-0.671,0.366,-0.183
-0.875,0.359,-0.226,-0.244,0.549,-0.244
-0.876,0.353,-0.227,-0.244,0.549,-0.183
-0.878,0.353,-0.226,-0.366,0.427,-0.122
-0.876,0.354,-0.226,-0.488,0.305,-0.183
-0.878,0.354,-0.225,-0.427,0.305,-0.061
-0.876,0.355,-0.226,-0.183,0.244,0.0
-0.878,0.353,-0.228,0.488,-0.305,0.122
-0.879,0.353,-0.228,0.488,-0.366,0.0
-0.878,0.353,-0.228,0.488,-0.061,0.366
-0.876,0.354,-0.228,0.366,-0.061,0.183
-0.876,0.354,-0.227,0.366,-0.061,0.0
-0.878,0.354,-0.228,0.183,-0.183,-0.183
-0.879,0.352,-0.226,0.122,-0.244,-0.183
-0.877,0.352,-0.229,0.305,0.061,-0.183
-0.877,0.35,-0.229,0.305,0.0,-0.122
-0.879,0.35,-0.231,0.305,-0.122,-0.122
-0.878,0.351,-0.231,0.427,-0.183,-0.183
-0.878,0.352,-0.229,0.488,0.0,-0.061
-0.879,0.352,-0.229,0.366,0.0,-0.061
-0.878,0.352,-0.228,0.427,-0.183,-0.061
-0.876,0.352,-0.229,0.488,0.0,-0.183
-0.878,0.352,-0.229,0.244,0.0,-0.183
-0.878,0.354,-0.23,0.305,0.0,-0.366
-0.875,0.353,-0.23,0.183,0.122,-0.244

-0.877,0.352,-0.229,0.0,0.244,-0.244
-0.876,0.352,-0.228,-0.305,0.366,-0.366
-0.879,0.35,-0.229,0.183,0.244,-0.488
-0.879,0.348,-0.228,0.061,0.122,-0.305
-0.88,0.347,-0.229,0.0,0.183,-0.244
-0.882,0.343,-0.231,0.0,0.366,-0.061
-0.88,0.348,-0.232,-0.854,0.305,0.061
-0.874,0.355,-0.232,-1.343,0.732,-0.122
-0.871,0.357,-0.231,-1.221,0.671,-0.305
-0.876,0.36,-0.229,-0.854,0.732,-0.183
-0.876,0.362,-0.229,-0.916,0.61,-0.244
-0.872,0.358,-0.229,-0.488,0.61,-0.427
-0.874,0.357,-0.23,-0.427,0.61,-0.366
-0.878,0.355,-0.231,-0.549,0.488,-0.427
-0.876,0.352,-0.231,-0.732,0.793,-0.244
-0.877,0.354,-0.231,-0.916,0.854,-0.366
-0.875,0.356,-0.229,-0.732,0.61,-0.183
-0.877,0.354,-0.229,-0.122,0.549,-0.244
-0.876,0.353,-0.229,-0.122,0.427,-0.183
-0.876,0.354,-0.232,-0.488,0.488,-0.305
-0.875,0.353,-0.232,-0.61,0.488,-0.366
-0.877,0.352,-0.229,-0.488,0.854,-0.122
-0.877,0.35,-0.229,-0.061,0.427,-0.183
-0.875,0.358,-0.231,-0.549,0.549,-0.122
-0.874,0.359,-0.23,-0.427,0.488,0.061
-0.873,0.362,-0.23,-0.244,0.427,-0.122
-0.873,0.363,-0.23,0.183,0.305,-0.183
-0.875,0.358,-0.23,0.61,0.244,-0.061
-0.876,0.357,-0.229,0.671,0.122,-0.122
-0.876,0.353,-0.229,0.732,0.183,0.061
-0.878,0.351,-0.232,0.549,0.061,0.0
-0.879,0.352,-0.232,0.366,0.183,0.0
-0.876,0.353,-0.23,0.427,0.305,0.0
-0.876,0.353,-0.231,0.61,0.366,0.122
-0.877,0.352,-0.23,0.671,0.183,0.0
-0.878,0.351,-0.231,0.61,0.427,-0.061
-0.878,0.349,-0.231,0.244,0.488,-0.183
-0.876,0.353,-0.233,0.0,0.244,0.0
-0.876,0.352,-0.23,0.183,0.671,0.244
-0.877,0.354,-0.231,0.183,0.488,0.122
-0.877,0.353,-0.231,0.427,0.366,-0.122
-0.876,0.353,-0.23,0.549,0.427,-0.061
-0.878,0.349,-0.232,0.366,0.549,0.0
-0.878,0.351,-0.232,0.0,0.366,-0.244
-0.877,0.351,-0.235,-0.549,0.793,-0.244
-0.876,0.352,-0.234,-0.671,1.099,-0.366
-0.876,0.353,-0.231,-0.793,1.16,-0.061
-0.876,0.354,-0.229,-0.61,1.343,-0.061
-0.876,0.352,-0.227,0.0,0.977,0.0
-0.878,0.354,-0.228,0.183,0.671,0.0
-0.877,0.352,-0.228,0.244,0.732,-0.061
-0.875,0.353,-0.231,-0.061,0.61,-0.061
-0.875,0.353,-0.233,-0.305,0.977,0.0
-0.876,0.354,-0.232,-0.427,0.977,0.0
-0.878,0.354,-0.23,-0.61,1.221,0.0
-0.876,0.353,-0.228,-0.61,1.221,0.061
-0.879,0.353,-0.226,-0.244,0.854,0.0
-0.878,0.355,-0.226,-0.122,0.793,-0.122
-0.877,0.353,-0.226,0.183,0.793,0.0
-0.877,0.354,-0.229,-0.183,0.854,-0.183
-0.876,0.354,-0.229,0.0,0.793,0.0
-0.877,0.353,-0.23,-0.183,1.038,0.061
-0.878,0.352,-0.227,-0.061,0.916,0.061
-0.877,0.352,-0.226,-0.061,0.793,0.0
-0.878,0.354,-0.224,0.061,0.732,0.0
-0.878,0.352,-0.226,0.305,0.61,-0.061
-0.879,0.354,-0.227,0.122,0.549,0.0
-0.877,0.353,-0.228,0.061,0.916,0.061
-0.877,0.353,-0.226,0.366,0.854,0.0
-0.879,0.351,-0.226,0.305,0.61,0.061
-0.879,0.351,-0.225,0.366,0.671,0.0
-0.88,0.351,-0.225,0.305,0.732,0.0
-0.878,0.351,-0.225,0.427,0.488,0.0
-0.877,0.352,-0.226,0.183,0.549,0.183
-0.879,0.352,-0.226,0.061,0.549,0.122
-0.878,0.353,-0.227,0.183,0.549,0.061
-0.877,0.353,-0.226,0.366,0.61,0.061
-0.878,0.352,-0.224,0.549,0.671,0.122
-0.879,0.351,-0.224,0.488,0.366,-0.061
-0.879,0.352,-0.225,0.244,0.366,0.061
-0.879,0.352,-0.225,0.183,0.488,0.061
-0.878,0.353,-0.226,-0.061,0.427,0.122
-0.879,0.351,-0.227,0.0,0.488,0.183
-0.878,0.351,-0.227,0.061,0.549,0.305
-0.878,0.352,-0.226,0.244,0.671,0.244
-0.88,0.35,-0.224,0.183,0.488,0.183
-0.878,0.352,-0.224,0.244,0.427,0.122
-0.878,0.353,-0.225,0.305,0.366,0.305
-0.878,0.353,-0.226,0.366,0.366,0.061
-0.878,0.352,-0.227,0.183,0.366,0.122
-0.879,0.351,-0.228,0.122,0.549,0.122
-0.879,0.351,-0.227,-0.061,0.61,0.122
-0.879,0.35,-0.227,-0.061,0.732,0.122
-0.879,0.349,-0.224,0.061,0.61,0.061
-0.88,0.349,-0.225,0.122,0.427,0.122
-0.879,0.349,-0.225,0.183,0.427,0.0
-0.879,0.35,-0.226,0.0,0.549,-0.061
-0.879,0.349,-0.227,-0.061,0.488,-0.061
-0.879,0.351,-0.229,-0.183,0.671,-0.244
-0.878,0.35,-0.228,-0.366,0.793,-0.183
-0.88,0.35,-0.228,-0.732,0.793,-0.305
-0.88,0.351,-0.226,-0.854,0.793,-0.183
-0.88,0.351,-0.222,-0.488,0.793,-0.122
-0.88,0.351,-0.224,-0.427,0.732,-0.061
-0.879,0.349,-0.225,0.122,0.488,-0.183
-0.879,0.35,-0.225,0.0,0.427,-0.122
-0.877,0.351,-0.226,-0.122,0.305,-0.122
-0.877,0.352,-0.227,-0.061,0.244,-0.305
-0.877,0.351,-0.226,-0.061,0.549,-0.122
-0.878,0.351,-0.225,-0.061,0.732,-0.305
-0.88,0.348,-0.223,-0.122,0.671,-0.244
-0.88,0.346,-0.224,0.0,0.671,-0.305
-0.882,0.347,-0.224,0.122,0.488,-0.183
-0.881,0.348,-0.226,-0.183,0.427,-0.183
-0.879,0.348,-0.227,-0.305,0.793,-0.183
-0.879,0.35,-0.224,-0.183,0.671,-0.305
-0.879,0.352,-0.225,-0.183,0.488,-0.244
-0.879,0.353,-0.224,-0.122,0.427,-0.061
-0.878,0.353,-0.224,-0.122,0.488,0.0

-0.879,0.35,-0.225,0.244,0.183,-0.244
-0.876,0.351,-0.225,0.122,0.61,-0.305
-0.878,0.353,-0.225,0.0,0.488,-0.366
-0.879,0.352,-0.226,0.244,0.427,-0.183
-0.879,0.35,-0.225,0.122,0.305,-0.366
-0.879,0.349,-0.226,0.061,0.244,-0.366
-0.88,0.348,-0.225,0.183,0.488,-0.183
-0.879,0.349,-0.225,0.0,0.366,-0.122
-0.879,0.35,-0.225,-0.183,0.488,-0.183
-0.88,0.351,-0.224,-0.061,0.244,-0.305
